,inspect_name,address,latitude,longitude,inspectionidnumber,dateofinspection,inspectiontype,inspectionscore,updated,yelp_categories,yelp_name,yelp_id,yelp_price,yelp_url,yelp_transactions,yelp_phone,yelp_rating,yelp_reviews,google_name,google_id,google_rating,google_reviews,google_price,agg_rating,total_reviews
143,CAMDEN DAIRY QUEEN,"4719 Lyndale Ave N, Minneapolis, MN 55430, United States",45.04084,-93.28729,"[232281, 247455]","['2018/04/06', '2019/08/27']","['Routine', 'Routine']","[100, 100]","Fri, Mar 13, 2020 at 02:50 AM","['Sports Bars', 'American (Traditional)', 'Pubs']",Camden Tavern and Grill,54-ocAfaolL6KeNmK9njBg,$,https://www.yelp.com/biz/camden-tavern-and-grill-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 529-4490,3.5,17.0,Dairy Queen Store,ChIJl7lfvewxs1IR8bxbkbXyAEQ,4.0,195,1.0,3.96,212.0
144,CAMDEN TAVERN & GRILL,"4601 Lyndale Ave N, Minneapolis, MN 55412, United States",45.03872,-93.28788,"[11377, 192747, 247541, 251086, 247540, 309592]","['2017/03/10', '2018/04/09', '2018/05/21', '2018/06/07', '2019/04/30', '2019/06/03']","['Routine', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']","[92, 86, 94, 98, 94, 100]","Fri, Mar 13, 2020 at 02:50 AM","['Sports Bars', 'American (Traditional)', 'Pubs']",Camden Tavern and Grill,54-ocAfaolL6KeNmK9njBg,$,https://www.yelp.com/biz/camden-tavern-and-grill-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 529-4490,3.5,17.0,Camden Tavern and Grill,ChIJdSFUJe0xs1IRRPDaG1e3dWE,4.0,506,1.0,3.98,523.0
145,CAMDI RESTAURANTS,"1325 4th St SE, Minneapolis, MN 55414, United States",44.98097,-93.23602,"[11379, 201994, 213751, 231962, 201993, 254111, 266291, 254110, 315036]","['2017/06/08', '2017/08/02', '2017/10/26', '2017/12/21', '2018/06/21', '2018/08/15', '2018/10/16', '2019/06/27', '2019/08/14']","['Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']","[74, 74, 94, 98, 84, 98, 98, 82, 92]","Fri, Mar 13, 2020 at 02:50 AM","['Chinese', 'Vietnamese']",Camdi,Toh-YLCULBVXyWsgn1_pPg,$,https://www.yelp.com/biz/camdi-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,"['delivery', 'pickup']",(612) 331-4194,3.5,103.0,Camdi Restaurant,ChIJXez49_wts1IR6l_CWSEpQ3A,3.9,117,,3.71,220.0
146,CAMPUS CAFE,"1810 Riverside Ave, Minneapolis, MN 55454, United States",44.97022,-93.2467,"[233942, 237493, 287064, 287137]","['2018/01/11', '2019/01/10', '2019/02/06', '2020/01/13']","['Routine', 'Routine', 'Follow-Up', 'Routine']","[88, 86, 100, 96]","Fri, Mar 13, 2020 at 02:50 AM",['Turkish'],Campus Cafe - Turkish Grill,hkUZdrO7rwcIW0fySw-NYA,,https://www.yelp.com/biz/campus-cafe-turkish-grill-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 354-7158,4.0,12.0,Campus Cafe - Turkish Grill,ChIJdQl9tEMts1IRqqaLec9Lt4k,4.5,175,1.0,4.47,187.0
147,CAMPUS CLUB OF THE UNIV OF MN,"300 Washington Avenue Southeast, Coffman Memorial Union, 4th Floor, Minneapolis, MN 55455, United States",44.97302,-93.23473,"[11416, 232200, 232199, 279329]","['2017/10/31', '2017/11/13', '2018/11/13', '2019/11/13']","['Routine', 'Follow-Up', 'Routine', 'Routine']","[84, 100, 100, 92]","Fri, Mar 13, 2020 at 02:50 AM",['American (New)'],Campus Club,WWrAV3d1oapOEtDRKxQd8A,$$$,https://www.yelp.com/biz/campus-club-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 626-7788,4.0,9.0,Campus Club of the University of Minnesota,ChIJIUPw_xUts1IRgTVSvfu7nZI,4.6,72,,4.53,81.0
148,CANABEY RESTAURANT AND BANQUET,"312 W Lake St Suite 2947, Minneapolis, MN 55408, United States",44.94916,-93.28391,"[230542, 237078, 237077, 287212, 287211, 340266]","['2017/12/28', '2018/02/20', '2019/01/03', '2019/03/01', '2020/01/02', '2020/01/22']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[72, 96, 80, 96, 86, 100]","Fri, Mar 13, 2020 at 02:50 AM",['African'],Canabey Restaurant and Banquet,sw6tFLXBYRum-6DemTnmOA,,https://www.yelp.com/biz/canabey-restaurant-and-banquet-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 345-5822,3.0,2.0,Canabey Restaurant and Banquet,ChIJLXC5Vokn9ocRiEWndGBVIbw,4.6,18,,4.44,20.0
149,CANTEEN,"3255 Bryant Ave S, Minneapolis, MN 55408, United States",44.94305,-93.29034,"[11494, 217829, 298764]","['2017/08/10', '2019/02/08', '2019/04/10']","['Routine', 'Routine', 'Follow-Up']","[92, 92, 100]","Fri, Mar 13, 2020 at 02:50 AM","['Coffee & Tea', 'Bakeries']",Canteen 3255,WO_AvqG9PSoM-wmSMWFRCw,$,https://www.yelp.com/biz/canteen-3255-minneapolis-2?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 644-6784,4.0,60.0,Canteen,ChIJRZHA0Zon9ocRe7bF2E0XkOs,4.5,289,1.0,4.41,349.0
150,CAPITAL GRILLE,"801 Hennepin Ave, Minneapolis, MN 55402, United States",44.97662,-93.27574,"[11566, 223692, 270888]","['2017/08/31', '2018/09/10', '2019/09/06']","['Routine', 'Routine', 'Routine']","[98, 98, 98]","Fri, Mar 13, 2020 at 02:50 AM","['Steakhouses', 'Seafood', 'Wine Bars']",The Capital Grille,aimyTOmIqdTOP6wF4dm30A,$$$,https://www.yelp.com/biz/the-capital-grille-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 692-9000,4.5,327.0,The Capital Grille,ChIJQd6o-ZMys1IRq6HVpHwel-Y,4.7,942,4.0,4.65,1269.0
151,CARAVELLE-PHO 79 RESTAURANT,"2529 Nicollet Ave, Minneapolis, MN 55404, United States",44.95633,-93.27747,"[11615, 220029, 220028, 267889, 325798]","['2017/08/17', '2017/10/05', '2018/08/20', '2019/08/20', '2019/10/18']","['Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up']","[94, 100, 96, 90, 100]","Fri, Mar 13, 2020 at 02:50 AM","['Chinese', 'Buffets', 'Vietnamese']",Caravelle Restaurant,UotXxgFeLur2Lj6BwwZIDw,$$,https://www.yelp.com/biz/caravelle-restaurant-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 871-3226,3.5,29.0,Pho 79,ChIJse3VlbUys1IRy3MSgozQXuo,4.3,747,1.0,4.27,776.0
152,CARBONE'S PIZZERIA,"3724 W 50th St, Edina, MN 55410, United States",44.91273,-93.32741,"[11627, 202713, 202712, 253354, 253353]","['2017/06/23', '2017/08/16', '2018/06/20', '2018/07/30', '2019/06/20']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']","[78, 100, 94, 98, 94]","Fri, Mar 13, 2020 at 02:50 AM",['Pizza'],Edina Carbone's,g74wKpeVUknZmDUV1lfxCw,$$,https://www.yelp.com/biz/edina-carbones-edina?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 920-0400,3.0,20.0,Carbone's Pizzeria,ChIJ9aPvnSkh9ocR00yV6orc5j4,4.0,69,,3.78,89.0
153,CARBONES PIZZA ON THE PARKWAY,"4705 Cedar Ave S, Minneapolis, MN 55407, United States",44.91756,-93.2469,"[11642, 190129, 244905, 244904, 303452, 303451]","['2017/02/09', '2018/02/22', '2018/04/04', '2019/03/04', '2019/04/15', '2020/02/03']","['Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']","[98, 90, 98, 94, 100, 96]","Fri, Mar 13, 2020 at 02:50 AM","['Pizza', 'Sports Bars']",Carbone's Pizzeria - Minneapolis,-LAWjIGdvJ6YV6H1KPgH_Q,$$,https://www.yelp.com/biz/carbones-pizzeria-minneapolis-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 724-0063,3.5,101.0,Minneapolis Carbone's Pizza & Pub,ChIJwWZmo2Io9ocRmo6kdz9tLTM,4.4,739,2.0,4.29,840.0
154,CARDIGAN DONUTS,"City Center, 40 S 7th St #207, Minneapolis, MN 55402, United States",44.978,-93.273,"[189152, 200369]","['2017/05/30', '2018/11/26']","['Routine', 'Routine']","[100, 96]","Fri, Mar 13, 2020 at 02:50 AM","['Donuts', 'Coffee & Tea']",Cardigan Donuts,iIIFT8bCu9ck0AV2wwOvxw,$,https://www.yelp.com/biz/cardigan-donuts-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,"['pickup', 'delivery']",(612) 259-7804,4.5,119.0,Cardigan Donuts,ChIJccGa3pAys1IRa0qNmy1voGo,4.6,284,2.0,4.57,403.0
155,CARGO FOOD AUTHORITY,"600 N 1st Ave, Minneapolis, MN 55403, United States",44.97951,-93.27612,"[280888, 298312, 353727]","['2019/02/07', '2020/02/05', '2020/02/21']","['Routine', 'Routine', 'Follow-Up']","[98, 80, 100]","Fri, Mar 13, 2020 at 02:50 AM","['Food Stands', 'Specialty Food']",Cargo Food Authority,UKSE4Axlcs1labHPkpWWvA,$$,https://www.yelp.com/biz/cargo-food-authority-minneapolis-2?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 353-5772,4.0,24.0,Cargo Food Authority,ChIJnzXi2FUzs1IRU5jdeSlV25A,4.2,118,,4.17,142.0
156,CARIBOU COFFEE,"550 S 4th St Suite 230, Minneapolis, MN 55415, United States",44.97695,-93.26203,"[18535, 233103, 279666]","['2017/11/09', '2018/11/07', '2019/01/03']","['Routine', 'Routine', 'Follow-Up']","[98, 94, 94]","Fri, Mar 13, 2020 at 02:50 AM",['Coffee & Tea'],Caribou Coffee,PCoQueMUdyRCOtvNqoQoIA,$,https://www.yelp.com/biz/caribou-coffee-minneapolis-23?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 332-8255,3.5,28.0,Coffee & Bagels,ChIJs-vLdJ4ys1IR9raYyuoASoI,3.7,50,2.0,3.63,78.0
157,CARIBOU COFFEE,"109 S 7th St #247, Minneapolis, MN 55402, United States",44.97593,-93.27064,"[18525, 245197, 245196]","['2018/03/02', '2018/05/22', '2019/08/21']","['Routine', 'Follow-Up', 'Routine']","[90, 100, 100]","Fri, Mar 13, 2020 at 02:50 AM",['Coffee & Tea'],Caribou Coffee,Gy-NeMabCd4jsyO7Q8XrAw,$,https://www.yelp.com/biz/caribou-coffee-minneapolis-77?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 338-5613,3.0,57.0,Caribou Coffee,ChIJV3WjXpcys1IRn_l84m17XpY,4.4,55,2.0,3.69,112.0
158,CARIBOU COFFEE,"1100 Nicollet Ave, Minneapolis, MN 55403, United States",44.97283,-93.27604,[339786],['2019/03/13'],['Routine'],[96],"Fri, Mar 13, 2020 at 02:50 AM","['Coffee & Tea', 'Bagels', 'Sandwiches']",Coffee and Bagels,UjzEyF4t4iV2KoWraNb7kQ,$$,https://www.yelp.com/biz/coffee-and-bagels-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 338-0767,4.0,6.0,Coffee & Bagels,ChIJbWpX55Uys1IRCNVjBdDyRmw,4.0,282,2.0,4.0,288.0
159,CARIBOU COFFEE #104,"651 Nicollet Mall, Minneapolis, MN 55402, United States",44.97719,-93.27137,"[18548, 202826, 202825]","['2017/06/28', '2017/07/27', '2019/06/28']","['Routine', 'Follow-Up', 'Routine']","[92, 100, 100]","Fri, Mar 13, 2020 at 02:50 AM",['Coffee & Tea'],Caribou Coffee,Gy-NeMabCd4jsyO7Q8XrAw,$,https://www.yelp.com/biz/caribou-coffee-minneapolis-77?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 338-5613,3.0,57.0,Caribou Coffee,ChIJrxWXaJoys1IRQfy4e_YWmmQ,4.6,57,2.0,3.8,114.0
160,CARIBOU COFFEE #106,"222 S 9th St, Minneapolis, MN 55402, United States",44.97372,-93.27001,"[18557, 226598, 226597]","['2017/09/14', '2017/10/13', '2019/09/19']","['Routine', 'Follow-Up', 'Routine']","[92, 96, 100]","Fri, Mar 13, 2020 at 02:50 AM",['Coffee & Tea'],Caribou Coffee,JKc_4M9LbqWPHy3RsNwIPA,$$,https://www.yelp.com/biz/caribou-coffee-minneapolis-65?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 332-4849,3.5,3.0,Caribou Coffee,ChIJX8h3PJgys1IRv2fyYa1RCbU,3.9,55,2.0,3.88,58.0
161,CARIBOU COFFEE #1107,"4606 Nicollet Ave, Minneapolis, MN 55419, United States",44.91932,-93.27835,[18574],['2018/05/21'],['Routine'],[100],"Fri, Mar 13, 2020 at 02:50 AM",['Coffee & Tea'],Caribou Coffee,vKp339Xxd__x4wyT2FPXiw,$,https://www.yelp.com/biz/caribou-coffee-minneapolis-43?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 825-6361,3.5,7.0,Caribou Coffee,ChIJ3aveCson9ocR0VhInyFHfck,4.2,264,2.0,4.18,271.0
162,CARIBOU COFFEE #111,"1100 Nicollet Ave, Minneapolis, MN 55403, United States",44.97283,-93.27604,"[207378, 227085, 229327, 227084]","['2017/09/14', '2017/10/13', '2017/11/08', '2019/03/13']","['Routine', 'Follow-Up', 'Follow-Up', 'Routine']","[86, 90, 96, 96]","Fri, Mar 13, 2020 at 02:50 AM","['Coffee & Tea', 'Bagels', 'Sandwiches']",Coffee and Bagels,UjzEyF4t4iV2KoWraNb7kQ,$$,https://www.yelp.com/biz/coffee-and-bagels-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 338-0767,4.0,6.0,Coffee & Bagels,ChIJbWpX55Uys1IRCNVjBdDyRmw,4.0,282,2.0,4.0,288.0
163,CARIBOU COFFEE #1119,"501 5th St N, Minneapolis, MN 55401, United States",44.97837,-93.26124,[124710],['2018/12/10'],['Routine'],[96],"Fri, Mar 13, 2020 at 02:50 AM",['Coffee & Tea'],Caribou Coffee,PCoQueMUdyRCOtvNqoQoIA,$,https://www.yelp.com/biz/caribou-coffee-minneapolis-23?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 332-8255,3.5,28.0,Caribou Coffee,ChIJgaoASowys1IRdFKN1aZ1uwc,4.5,190,2.0,4.37,218.0
164,CARIBOU COFFEE #1191,"100 S 5th St, Minneapolis, MN 55402, United States",44.99002,-93.25476,"[18612, 217833]","['2017/08/16', '2019/08/05']","['Routine', 'Routine']","[96, 100]","Fri, Mar 13, 2020 at 02:50 AM",['Cafes'],Caribou Coffee,pKmRYAxBczATGbim76BWMg,$$,https://www.yelp.com/biz/caribou-coffee-minneapolis-27?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 331-3617,4.0,8.0,Caribou Coffee,ChIJrxWXaJoys1IRtA9Pw92eMcM,4.6,41,2.0,4.5,49.0
165,CARIBOU COFFEE #1253,"25 University Ave SE, Minneapolis, MN 55414, United States",44.98758,-93.25499,[18637],['2018/09/21'],['Routine'],[96],"Fri, Mar 13, 2020 at 02:50 AM",['Cafes'],Caribou Coffee,pKmRYAxBczATGbim76BWMg,$$,https://www.yelp.com/biz/caribou-coffee-minneapolis-27?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 331-3617,4.0,8.0,Caribou Coffee,ChIJQ8dRC3kts1IR0068QwghA8g,4.6,73,2.0,4.54,81.0
166,CARIBOU COFFEE #1257,"917 Washington Ave SE, Minneapolis, MN 55414, United States",44.97399,-93.22483,"[18648, 201914]","['2017/06/21', '2019/06/18']","['Routine', 'Routine']","[98, 100]","Fri, Mar 13, 2020 at 02:50 AM","['Coffee & Tea', 'Juice Bars & Smoothies']",Caribou Coffee,fIol0ba3o3ZxnAENOStUcw,$,https://www.yelp.com/biz/caribou-coffee-minneapolis-22?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 331-4121,4.0,22.0,Caribou Coffee,ChIJ5ZewTx8ts1IR6nQUFCF4pc0,4.4,175,2.0,4.36,197.0
167,CARIBOU COFFEE #1265,"4745 Cedar Ave S, Minneapolis, MN 55407, United States",44.91653,-93.2469,[18668],['2018/06/06'],['Routine'],[98],"Fri, Mar 13, 2020 at 02:50 AM",['Coffee & Tea'],Caribou Coffee,Wz29JPAN0Ov29pDmWVxxGQ,$,https://www.yelp.com/biz/caribou-coffee-minneapolis-18?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 724-1234,3.0,30.0,Caribou Coffee,ChIJ0f9WIIgo9ocRMfdxW0xRD78,4.3,387,2.0,4.21,417.0
168,CARIBOU COFFEE #1270,"900 2nd Ave S #200, Minneapolis, MN 55402, United States",44.9737,-93.27186,[18678],['2018/06/11'],['Routine'],[100],"Fri, Mar 13, 2020 at 02:50 AM",['Cafes'],Caribou Coffee,fdgTtIuDojtF96ZYcBxxeg,$,https://www.yelp.com/biz/caribou-coffee-minneapolis-52?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 338-2756,4.0,6.0,Caribou Coffee,ChIJX8h3PJgys1IRF0CXWEpLJk0,3.8,12,2.0,3.87,18.0
169,CARIBOU COFFEE #1279,"555 Nicollet Mall #161, Minneapolis, MN 55402, United States",44.97817,-93.2706,[18686],['2018/06/27'],['Routine'],[96],"Fri, Mar 13, 2020 at 02:50 AM",['Coffee & Tea'],Caribou Coffee,Gy-NeMabCd4jsyO7Q8XrAw,$,https://www.yelp.com/biz/caribou-coffee-minneapolis-77?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 338-5613,3.0,57.0,Caribou Coffee,ChIJrxWXaJoys1IR0wvFmQl8AJc,4.4,82,2.0,3.83,139.0
170,CARIBOU COFFEE #1280 AT LUNDS,"1201 Hennepin Ave, Minneapolis, MN 55403, United States",44.97439,-93.28037,[18695],['2018/08/13'],['Routine'],[96],"Fri, Mar 13, 2020 at 02:50 AM",['Coffee & Tea'],Caribou Coffee,U5T5DAY-hJ1wT4f678MHtQ,$,https://www.yelp.com/biz/caribou-coffee-minneapolis-44?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 339-1057,4.5,2.0,Caribou Coffee,ChIJ-5jo0JQys1IRgdO3PICtzmM,4.3,80,2.0,4.3,82.0
171,CARIBOU COFFEE #1395,"604 Washington Ave SE, Minneapolis, MN 55414, United States",44.97341,-93.2299,[313083],['2019/06/12'],['Routine'],[100],"Fri, Mar 13, 2020 at 02:50 AM","['Coffee & Tea', 'Bubble Tea', 'Juice Bars & Smoothies']",Caribou Coffee,J9v6WDZnJ27SB9NtUo3hdQ,$,https://www.yelp.com/biz/caribou-coffee-minneapolis-71?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 624-5970,3.0,8.0,Coffee & Bagels,ChIJc_C_G2sts1IR0hW5IlGiQ_o,4.3,90,2.0,4.19,98.0
172,CARIBOU COFFEE #144,"5330 Cedar Lake Rd Suite 100, St Louis Park, MN 55416, United States",44.94865,-93.29984,"[18710, 190918, 301100]","['2017/02/14', '2019/02/22', '2019/04/10']","['Routine', 'Routine', 'Follow-Up']","[100, 88, 92]","Fri, Mar 13, 2020 at 02:50 AM",['Coffee & Tea'],Caribou Coffee,trrTtpumTBTU-GNk2ss6FA,$,https://www.yelp.com/biz/caribou-coffee-minneapolis-42?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 825-6720,2.5,16.0,Caribou Coffee,ChIJhRtn_qQ0s1IR3H9J1aYkBXg,4.2,227,2.0,4.09,243.0
173,CARIBOU COFFEE #153,"3044 Excelsior Blvd #103, Minneapolis, MN 55416, United States",44.94759,-93.32256,"[18725, 199694, 202561, 199693]","['2017/05/17', '2017/06/23', '2017/08/28', '2018/11/21']","['Routine', 'Follow-Up', 'Follow-Up', 'Routine']","[78, 82, 96, 98]","Fri, Mar 13, 2020 at 02:50 AM",['Coffee & Tea'],Caribou Coffee,5MQVTTsRZdno6MSvl2dlYQ,$,https://www.yelp.com/biz/caribou-coffee-minneapolis-2?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 285-9650,3.0,29.0,Caribou Coffee,ChIJvehYgF4n9ocRkwCruDsmRnI,4.0,97,2.0,3.77,126.0
174,CARIBOU COFFEE #159,"4999 France Ave S, Edina, MN 55410, United States",44.91309,-93.32869,"[18744, 192445, 266623]","['2017/03/06', '2018/08/21', '2020/02/19']","['Routine', 'Routine', 'Routine']","[100, 100, 100]","Fri, Mar 13, 2020 at 02:50 AM",['Coffee & Tea'],Caribou Coffee,04NGYmVrYYXmJP5uhuAamg,$,https://www.yelp.com/biz/caribou-coffee-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 285-5475,3.5,11.0,Caribou Coffee,ChIJd6efINgm9ocRAMYNZLsBVj0,4.4,102,2.0,4.31,113.0
175,CARIBOU COFFEE #162,"2300 Hennepin Ave, Minneapolis, MN 55405, United States",44.95986,-93.29399,"[18767, 190023, 266507]","['2017/02/02', '2018/08/02', '2020/01/27']","['Routine', 'Routine', 'Routine']","[96, 98, 100]","Fri, Mar 13, 2020 at 02:50 AM",['Coffee & Tea'],Caribou Coffee,EfvAk69l1bVUxkpeeaDynQ,$,https://www.yelp.com/biz/caribou-coffee-minneapolis-11?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 374-2884,4.0,18.0,Caribou Coffee,ChIJn3XE1tAys1IRMuGbYs5eV_c,4.5,205,2.0,4.46,223.0
176,CARIBOU COFFEE #164,"50 South 6th St, Minneapolis, MN 55402, United States",44.97841,-93.27178,"[18775, 194034, 194033]","['2017/03/28', '2017/04/26', '2019/04/30']","['Routine', 'Follow-Up', 'Routine']","[90, 100, 100]","Fri, Mar 13, 2020 at 02:51 AM",['Coffee & Tea'],Caribou Coffee,Gy-NeMabCd4jsyO7Q8XrAw,$,https://www.yelp.com/biz/caribou-coffee-minneapolis-77?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 338-5613,3.0,57.0,Caribou Coffee,ChIJrxWXaJoys1IRueCMTxVgmnk,4.3,18,2.0,3.31,75.0
177,CARIBOU COFFEE #167,"800 Nicollet Mall, Minneapolis, MN 55402, United States",44.97564,-93.27385,"[18784, 205197, 205196]","['2017/07/14', '2017/08/16', '2019/07/10']","['Routine', 'Follow-Up', 'Routine']","[92, 100, 96]","Fri, Mar 13, 2020 at 02:51 AM",['Coffee & Tea'],Caribou Coffee,BJTmtyYyeI-OrgeauB-lTw,$,https://www.yelp.com/biz/caribou-coffee-minneapolis-4?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 333-5214,3.5,27.0,Caribou Coffee,ChIJ4yGf3ZYys1IRmc-QB4IifG8,4.4,64,2.0,4.13,91.0
